Game;Time;Subject;Group;GrSubject;Type;Gain;Penalty;x;s1;s2;s3;AcceptAdvice;CalcCount;CalcAdviceCount;UseHelp;
28;39;3;1;3;25;7,48395603;0,103903358;32,57561009;22,51353678;25,88646322;66,6;1;0;0;;
28;40;4;1;1;1;6,458873056;0,085315061;41,82639811;74;23,55263487;17,44736513;1;0;1;;
28;40;3;1;3;25;7,680928617;0,066795943;35,02723585;22,51353678;25,88646322;66,6;0;0;0;;
28;40;2;1;2;9;7,018432147;-0,152111004;38,14636603;28,96565756;65;21,03434244;1;0;0;;
28;41;3;1;3;25;7,7935318;-0,367890932;30,1401423;22,51353678;25,88646322;66,6;0;0;0;;
28;41;2;1;2;9;7,051135276;0,563532443;48,98316447;10,61654291;100;4,383457088;1;0;0;;
28;41;4;1;1;1;6,268259828;-0,195641511;35,87669323;74,5;21,0630302;19,4369698;1;0;1;;
28;42;4;1;1;1;6,23132098;-0,368156883;33,37669323;67;37,72575153;10,27424847;1;0;1;;
28;42;2;1;2;9;7,636950829;0,334084544;54,53740492;10,61654291;100;4,383457088;0;0;0;;
28;42;3;1;3;25;7,182983976;0,034072339;27,08590185;22,51353678;25,88646322;66,6;0;0;0;;
28;43;3;1;3;25;7,188712082;-0,088061746;25,41923518;22,51353678;25,88646322;66,6;0;0;0;;
28;43;2;1;2;9;7,594360033;0,271435429;52,87073825;10,61654291;100;4,383457088;0;0;0;;
28;43;4;1;1;1;6,324222692;-0,183373683;36,71002656;77;32,72575153;5,274248466;1;0;2;;
28;44;3;1;3;25;7,049771615;0,079146638;25,82147546;22,51353678;25,88646322;66,6;0;0;0;;
28;44;4;1;1;1;6,50344367;-0,128404877;39,64111962;77;32,72575153;5,274248466;1;0;1;;
28;44;2;1;2;9;7,601715877;0,049258239;49,53740492;19,40982208;90;5,590177923;1;0;0;;
28;45;3;1;3;25;7,148466754;-0,067598008;25,1387022;21,42101764;34,57898236;59;1;0;4;;
28;45;4;1;1;1;6,32436806;0,074351596;39,94361324;76,5;30,17407133;8,325928674;1;0;3;;
28;45;2;1;2;9;7,682539188;-0,006753589;49,91768456;21,90982208;85;8,090177923;1;0;1;;
28;46;2;1;2;9;7,663407329;-0,040781722;49,10442114;21,90982208;85;8,090177923;0;0;0;;
28;46;3;1;3;25;7,057973053;-0,046839601;24,15599227;23,30893769;31,69106231;60;1;0;1;;
28;46;4;1;1;1;6,44993071;0,087621324;41,73958659;80;30,62220111;4,37779889;1;0;1;;
28;47;2;1;2;9;7,592289521;-0,230715508;45,19277195;21,90982208;85;8,090177923;0;0;0;;
28;47;3;1;3;25;7,130522422;0,19386508;28,64665228;16,57190524;23,42809476;75;1;0;0;;
28;47;4;1;1;1;6,456267141;0,036850428;41,16057577;85;27,1502211;2,849778903;1;0;2;;
28;48;3;1;3;25;7,427078833;0,005618955;30,2449964;18,68990025;21,31009975;75;1;0;0;;
28;48;4;1;1;1;6,507051754;-0,036079858;40,87347728;85;21,33447921;8,665520791;1;0;1;;
28;48;2;1;2;9;7,241507628;0,030460903;43,88152632;18,93053158;89;7,069468415;1;0;0;;
28;49;3;1;3;25;7,438219616;-0,091253183;28,97791577;18,68990025;21,31009975;75;0;0;0;;
28;49;4;1;1;1;6,442552768;-0,219049063;37,73199837;82;23,56015783;9,439842165;1;0;1;;
28;49;2;1;2;9;7,258719214;0,310302246;48,29008586;12,50609486;100;2,493905137;1;0;0;;
28;50;3;1;3;25;7,252100586;-0,017004261;27,34661883;18,68990025;21,31009975;75;0;0;0;;
28;50;4;1;1;1;6,454319405;-0,177483814;38,39866504;84;26,45404865;4,545951345;1;0;1;;
28;50;2;1;2;9;7,437989645;0,194488075;49,25471614;12,50609486;100;2,493905137;0;0;0;;
28;51;2;1;2;9;7,752082325;-0,14855163;48,81367903;12,50609486;100;2,493905137;0;0;0;;
28;51;3;1;3;25;7,287193323;-0,262478466;24,34661883;13,01301155;27,98698845;74;1;0;1;;
28;51;4;1;1;1;6,134174419;0,411030096;41,83970214;100;18,45404865;-3,454048655;1;0;2;;
28;52;4;1;1;1;6,451704281;0,256974338;44,00636881;100;20,37327083;-5,373270828;1;0;2;;
28;52;2;1;2;9;7,533744215;-0,009112235;47,62008643;12,50609486;100;2,493905137;0;0;0;;
28;52;3;1;3;25;7,202971359;-0,247862102;23,37354477;19,51301155;22,48698845;73;1;0;1;;
28;53;2;1;2;9;7,483506526;-0,526134781;39,40502161;32,9715706;75;7,028429405;1;0;0;;
28;53;3;1;3;25;6,862763955;0,354810858;27,09338619;17,53320601;21,46679399;76;1;0;2;;
28;53;4;1;1;1;6,864412869;0,171323922;48,5015922;95;21,74827083;-1,748270828;1;0;1;;
28;54;4;1;1;1;7,311570112;0,110859758;54,09246518;94;13,85959115;7,140408853;1;0;1;;
28;54;2;1;2;9;6,67825763;0,043690654;36,18458873;32,9715706;75;7,028429405;0;0;0;;
28;54;3;1;3;25;7,20600034;-0,154550412;24,72294609;35,30582494;19,69417506;60;1;0;1;;
28;55;3;1;3;25;6,935272582;-0,326132205;18,68073652;35,30582494;19,69417506;60;0;0;0;;
28;55;2;1;2;9;6,846822811;0,56061965;45,87020382;23,04135402;100;-8,041354022;1;0;3;;
28;55;4;1;1;1;7,407287432;-0,234487445;50,44905965;93;17,91643641;4,083563587;1;0;1;;
28;56;3;1;3;25;6,554883895;1,308757169;36,8368508;7,031229402;7,968770598;100;1;0;1;;
28;56;4;1;1;1;7,051182831;0,057187698;49,52893158;93;27,93388227;-5,93388227;1;0;2;;
28;56;2;1;2;9;7,500618259;-1,365944868;28,63421762;48,55556534;50;16,44443466;1;0;0;;
28;57;3;1;3;25;8,326741799;0,610588863;54,87587937;15,90542077;-15,90542077;115;1;0;0;;
28;57;4;1;1;1;7,182820886;-0,874183984;38,79889956;80;2,881083984;32,11891602;1;0;1;;
28;57;2;1;2;9;5,243238912;0,263595121;21,32522107;20,49127792;77;17,50872208;1;0;0;;
28;58;3;1;3;25;9,231421509;-0,274917177;55,21896984;15,90542077;-15,90542077;115;0;0;0;;
28;58;4;1;1;1;6,579519504;-0,702954551;33,53401565;90;-5,353535712;30,35353571;1;0;2;;
28;58;2;1;2;9;4,959047886;0,977871728;26,24701451;-5,303373812;100;20,30337381;1;0;0;;
28;59;3;1;3;25;0;0;0;15,90542077;-15,90542077;115;0;0;0;;
28;59;2;1;2;9;0;0;0;-151,3620287;398;-131,6379713;1;0;0;;
28;59;4;1;1;1;0;0;0;66;11,69780136;37,30219864;1;0;1;;
28;60;2;1;2;9;6,567481944;-0,527156126;27,48553599;4,900805531;70;40,09919447;1;0;0;;
28;60;4;1;1;1;5,877344539;-0,285498502;30,2687421;70;28,36202874;16,63797126;1;0;1;;
28;60;3;1;3;25;8,256288084;0,812654628;57,24572191;15,90542077;-15,90542077;115;0;0;0;;
28;61;3;1;3;25;9,687828794;-0,712226838;55,56143048;15,90542077;-15,90542077;115;0;0;0;;
28;61;4;1;1;1;6,60255724;-0,411911524;37,32409438;100;-17,75115381;32,75115381;1;0;1;;
28;61;2;1;2;9;4,453896698;1,124138363;22,11447514;-3,933137624;100;18,93313762;1;0;3;;
28;62;4;1;1;1;0;0;0;99;-4,459639598;20,4596396;1;0;2;;
28;62;2;1;2;9;0;0;0;39,53856674;20;55,46143326;1;0;0;;
28;62;3;1;3;25;0;0;0;15,90542077;-15,90542077;115;0;0;0;;
28;63;3;1;3;25;9,050436848;0,640334259;68,91104465;15,90542077;-15,90542077;115;0;0;0;;
28;63;4;1;1;1;6,838041929;0,02409734;46,08895535;80;-4,094579233;39,09457923;1;0;2;;
28;63;2;1;2;9;3,664431599;-0,664431599;0;42,36144529;20;52,63855471;1;0;0;;
28;64;3;1;3;25;9,31445244;0,279675431;67,04728962;15,90542077;-15,90542077;115;0;0;0;;
28;64;4;1;1;1;6,29703237;-0,109460656;37,28604372;79;-4,094579233;40,09457923;1;0;1;;
28;64;2;1;2;9;4,60492634;-0,170214775;10,66666667;16,95271038;52;46,04728962;1;0;5;;
28;65;3;1;3;25;10,02334574;-0,735621454;61,2618224;15,90542077;-15,90542077;115;0;0;0;;
28;65;4;1;1;1;6,385355242;-0,717959275;31,11937705;85;-16,2381776;46,2381776;1;0;1;;
28;65;2;1;2;9;4,169478985;1,453580728;22,61880055;-7,547289616;100;22,54728962;1;0;1;;
28;66;3;1;3;25;0;0;0;15,90542077;-15,90542077;115;0;0;0;;
28;66;4;1;1;1;0;0;0;70;9,136822404;35,8631776;1;0;1;;
28;66;2;1;2;9;0;0;0;44,91681079;-5;75,08318921;1;0;0;;
28;67;3;1;3;25;8,964563386;0,615520442;66,77800615;15,90542077;-15,90542077;115;0;0;0;;
28;67;4;1;1;1;5,919144139;0,343602372;38,22199385;70;20,90542077;24,09457923;1;0;1;;
28;67;2;1;2;9;5,318021757;-0,959122814;10;28,76056079;25;61,23943921;1;0;0;;
28;68;3;1;3;25;0;0;0;15,90542077;-15,90542077;115;0;0;0;;
28;68;4;1;1;1;0;0;0;70;-9,094579233;54,09457923;1;0;2;;
28;68;2;1;2;9;0;0;0;-455,7972896;1000;-429,2027104;1;0;0;;
28;69;3;1;3;25;0;0;0;15,90542077;-15,90542077;115;0;0;0;;
28;69;4;1;1;1;0;0;0;80;-279,2027104;314,2027104;1;0;1;;
28;69;2;1;2;9;0;0;0;-13,29728962;100;28,29728962;1;0;0;;
28;70;3;1;3;25;10,58627945;-0,617578428;74,375;33,35135519;-89,60135519;100;1;0;0;;
28;70;4;1;1;1;6,089461938;-2,414001297;12,50901093;80;2,699322404;32,3006776;1;0;1;;
28;70;2;1;2;9;0,624372829;3,031579725;4,365989071;-75,8243224;100;90,8243224;1;0;0;;
28;71;3;1;3;25;0;0;0;33,35135519;-89,60135519;100;0;0;0;;
28;71;4;1;1;1;0;0;0;80;-10,39864481;45,39864481;1;0;1;;
28;71;2;1;2;9;0;0;0;27,2626694;51;36,7373306;1;0;0;;
28;72;3;1;3;25;0;0;0;33,35135519;-89,60135519;100;0;0;0;;
28;72;4;1;1;1;0;0;0;76;38,60135519;0,398644808;1;0;1;;
28;72;2;1;2;9;0;0;0;23,9881776;51;40,0118224;1;0;0;;
28;73;3;1;3;25;5,827058051;2,62201423;46,3868224;33,35135519;-89,60135519;100;0;0;0;;
28;73;4;1;1;1;7,993756015;-1,221520225;44,8631776;67;38,60135519;9,398644808;1;0;1;;
28;73;2;1;2;9;4,400494005;-1,400494005;0;34,2381776;51;29,7618224;1;0;0;;
28;74;2;1;2;9;4,444063086;-1,444063086;0;34,2381776;51;29,7618224;0;0;0;;
28;74;3;1;3;25;5,766105819;2,635098476;45,58023361;33,35135519;-89,60135519;100;0;0;0;;
28;74;4;1;1;1;7,963271179;-1,191035389;44,8631776;67;38,60135519;6,978878414;1;0;1;;
28;75;2;1;2;9;7,175254173;-0,314929846;38,06404986;34,2381776;51;29,7618224;0;0;0;;
28;75;3;1;3;25;7,425245903;0,128130102;32,05348907;30,4092056;24,5907944;60;1;0;1;;
28;75;4;1;1;1;6,586859612;0,186799744;44,88246107;70;38,60135519;6,398644808;1;0;1;;
28;76;3;1;3;25;8,111609089;0,102293341;42,46819314;27,8592056;20,5407944;66,6;1;0;1;;
28;76;4;1;1;1;6,51000664;-0,052520463;40,69912773;60;23,957243;31,042757;1;0;1;;
28;76;2;1;2;9;6,439818194;-0,049772879;31,83267913;34,2381776;51;29,7618224;0;0;0;;
28;77;3;1;3;25;8,162216949;0,054982075;42,5223598;27,8592056;20,5407944;66,6;0;0;0;;
28;77;4;1;1;1;6,586947947;-0,001676928;42,3657944;65;18,794743;31,205257;1;0;1;;
28;77;2;1;2;9;6,307251565;-0,053305147;30,1118458;34,2381776;51;29,7618224;0;0;0;;
28;78;3;1;3;25;8,160695018;0,048386932;42,38902647;31,51085865;16,78914135;66,7;1;0;1;;
28;78;2;1;2;9;6,159216839;-0,019621728;28,69462812;34,2381776;51;29,7618224;0;0;0;;
28;78;4;1;1;1;6,730730991;-0,028765204;43,91634542;66;18,294743;30,705257;1;0;2;;
28;79;3;1;3;25;8,240197685;-0,017429095;42,61392328;31,88585865;16,41414135;66,7;1;0;0;;
28;79;2;1;2;9;6,160506255;0,037503401;29,4153237;30,02640041;55;29,97359959;1;0;1;;
28;79;4;1;1;1;6,651118947;-0,020074307;42,97075302;67;16,83182974;31,16817026;1;0;1;;
28;80;4;1;1;1;6,662340349;0,071976364;44,35102159;75;13,68513544;26,31486456;1;0;2;;
28;80;2;1;2;9;6,258841964;0,02304981;30,46216426;27,7544221;60;27,2455779;1;0;1;;
28;80;3;1;3;25;8,168861332;-0,095026174;40,18681415;30,29864267;17,70135733;67;1;0;1;;
28;81;3;1;3;25;8,101983693;-0,029775547;40,16054435;31,46732166;16,93267834;66,6;1;0;1;;
28;81;4;1;1;1;6,651715795;-0,01289703;43,07391459;70;18,36394486;26,63605514;1;0;1;;
28;81;2;1;2;9;6,342117244;0,042672577;31,76554106;27,7544221;60;27,2455779;0;0;0;;
28;82;3;1;3;25;8,100135947;-0,046693561;39,85793427;31,46732166;16,93267834;66,6;0;0;0;;
28;82;4;1;1;1;6,674146219;0,014693834;43,74058125;72;17,27177511;25,72822489;1;0;1;;
28;82;2;1;2;9;6,324216481;0,031999727;31,40148448;27,7544221;60;27,2455779;0;0;0;;
28;83;3;1;3;25;8,052209696;0,049095769;40,63115023;31,46732166;16,93267834;66,6;0;0;0;;
28;83;4;1;1;1;6,81431139;0,030445627;45,85069862;71,3;17,62177511;26,07822489;1;0;1;;
28;83;2;1;2;9;6,204747609;-0,079541396;28,51815115;34,78477419;51;29,21522581;1;0;0;;
28;84;3;1;3;25;8,131817312;-0,09132888;39,64945422;29,36574977;10,63425023;75;1;0;1;;
28;84;2;1;2;9;5,988209784;-0,095739635;25,72120445;29,52227419;61;24,47772581;1;0;0;;
28;84;4;1;1;1;6,92836129;0,187068515;49,62934132;90;5,529363132;19,47063687;1;0;2;;
28;85;2;1;2;9;5,460881002;-0,368700613;16,93030111;43,72377823;40;31,27622177;1;0;0;;
28;85;4;1;1;1;7,344585922;0,24865682;56,65733533;93;4,039131105;17,96086889;1;0;1;;
28;85;3;1;3;25;8,029334315;0,120043793;41,41236356;33,24822777;6,751772235;75;1;0;0;;
28;86;3;1;3;25;8,248370157;-0,247135405;39,01975756;40,67116178;-5,67116178;80;1;0;1;;
28;86;4;1;1;1;7,773193674;-0,334712613;54,3310005;94;-4,381112385;25,38111238;1;0;2;;
28;86;2;1;2;9;4,954327733;0,581848018;21,64924195;28,32183972;75;11,67816028;1;0;0;;
28;87;2;1;2;9;5,384955441;1,08913414;32,9138359;14,82251235;100;0,177487651;1;0;0;;
28;87;4;1;1;1;7,897786758;-0,744846241;50,16455804;95;4,412669484;15,58733052;1;0;1;;
28;87;3;1;3;25;7,888928782;-0,344287899;31,92160606;40,67116178;-5,67116178;80;0;0;0;;
28;88;3;1;3;25;8,234548697;-1,665905901;18,14706818;8,352460716;5,647539284;101;1;0;1;;
28;88;4;1;1;1;8,016148958;-3,020370122;23,95780618;96;13,03783764;5,962162358;1;0;1;;
28;88;2;1;2;9;4,363316545;4,686276023;72,89512564;-32,47904218;200;-52,52095782;1;0;0;;
28;89;4;1;1;1;5,81043483;0,597894003;40,06667844;95;49,29212428;-29,29212428;1;0;2;;
28;89;2;1;2;9;9,069957893;-1,72285725;44,97988785;16,84757459;80;18,15242541;1;0;0;;
28;89;3;1;3;25;6,288095076;1,124963247;29,95343371;8,352460716;5,647539284;101;0;0;0;;
28;90;4;1;1;1;5,951534026;0,039749564;34,89547906;68;15,12377847;31,87622153;1;0;2;;
28;90;2;1;2;9;6,831397933;0,255795115;41,2283053;16,84757459;80;18,15242541;0;0;0;;
28;90;3;1;3;25;8,287804412;-0,295544679;38,87621565;19,83886258;28,56113742;66,6;1;0;1;;
28;91;3;1;3;25;7,809786957;-0,187294763;33,10238725;19,83886258;28,56113742;66,6;0;0;0;;
28;91;4;1;1;1;6,107876747;0,492111204;42,55984095;88;19,452178;7,547821997;1;0;1;;
28;91;2;1;2;9;7,257353518;-0,30481644;39,33777181;19,84066026;70;25,15933974;1;0;0;;
28;92;4;1;1;1;6,994374814;-0,436431013;42,0066269;93;12,70044942;9,299550579;1;0;1;;
28;92;2;1;2;9;6,775780088;-0,717636014;27,70110962;28,42276015;75;11,57723985;1;0;0;;
28;92;3;1;3;25;7,229981128;1,154067027;45,29226348;4,597120565;-4,597120565;115;1;0;2;;
28;93;3;1;3;25;8,665367597;0,366413283;56,57306587;4,597120565;-4,597120565;115;0;0;0;;
28;93;4;1;1;1;6,168416543;0,154070126;38,97383769;95;-4,043590105;24,0435901;1;0;1;;
28;93;2;1;2;9;5,854627806;-0,520483409;19,45309644;17,3243925;67;30,6756075;1;0;0;;
28;94;2;1;2;9;5,486681728;0,983369725;32,86156581;-2,361617385;100;17,36161739;1;0;0;;
28;94;3;1;3;25;9,194807111;-0,026386684;59,05993313;4,597120565;-4,597120565;115;0;0;0;;
28;94;4;1;1;1;5,863967967;-0,956983042;23,07850106;67;3,181817983;44,81818202;1;0;1;;
28;95;2;1;2;9;6,459856378;0,858230689;44,55439832;-2,361617385;100;17,36161739;0;0;0;;
28;95;4;1;1;1;4,551079325;-1,650763068;7,411834393;20;38,26031551;56,73968449;1;0;1;;
28;95;3;1;3;25;8,59009877;0,792532379;63,03376729;4,597120565;-4,597120565;115;0;0;0;;
28;96;2;1;2;9;8,195202972;-0,446745088;51,03859958;-2,361617385;100;17,36161739;0;0;0;;
28;96;4;1;1;1;4,031220658;1,556948374;30,22763313;99;-1,239684487;17,23968449;1;0;1;;
28;96;3;1;3;25;8,773999165;-1,110203285;33,73376729;-5,955483224;54,35548322;66,6;1;0;0;;
28;97;4;1;1;1;5,1269252;1,087191118;37,61524162;99;25,59846646;-9,59846646;1;0;2;;
28;97;3;1;3;25;6,898201402;0,106566628;24,06677516;-5,955483224;54,35548322;66,6;0;0;0;;
28;97;2;1;2;9;9,087931752;-1,193757746;53,31798323;19,80120807;80;15,19879193;1;0;0;;
28;98;2;1;2;9;7,531614315;-0,535460909;39,94616247;16,51074581;100;-1,510745809;1;0;0;;
28;98;3;1;3;25;6,56338462;1,296854591;36,78336046;3,300685403;-3,300685403;115;1;0;1;;
28;98;4;1;1;1;7,02800976;-0,761393682;38,27047707;95;23,13917282;-3,139172824;1;0;2;;
28;99;4;1;1;1;6,614931673;-0,724158123;33,70121302;80;13,3025151;21,6974849;1;0;1;;
28;99;2;1;2;9;6,704023108;0,383750916;41,23654062;16,51074581;100;-1,510745809;0;0;0;;
28;99;3;1;3;25;7,725709972;0,340407208;40,06224636;4,592893246;10,40710675;100;1;0;1;;
28;100;3;1;3;25;8,258761063;-0,612483433;33,46556159;20,00205768;28,39794232;66,6;1;0;5;;
28;100;4;1;1;1;5,761581519;0,72496635;41,07530325;95;12,97946314;7,020536859;1;0;5;;
28;100;2;1;2;9;7,145201819;-0,112482917;40,45913515;8,223852087;80;26,77614791;1;0;0;;
29;1;5;2;3;25;5;0;0;1;25;0;1;0;0;;
29;1;6;2;1;1;1,414213562;0;1;1;25;0;1;0;0;;
29;1;1;2;2;9;5,830951895;0;25;1;25;0;1;0;0;;
29;2;6;2;1;1;1,638777778;-0,638777778;0;1;25;0;1;0;0;;
29;2;5;2;3;25;6,530903936;1,106722222;33,33333333;-2;17;100;1;0;4;;
29;2;1;2;2;9;6,76609232;-0,467944444;30,66666667;1;50;0;1;0;15;;
29;3;5;2;3;25;9,199559628;0,594145833;70,91666667;-2;2;115;1;0;2;;
29;3;1;2;2;9;6,473176591;-0,234854167;29,91666667;1;55;48,5;1;0;8;;
29;3;6;2;1;1;3,774941922;-0,359291667;10,66666667;33;32,75;49,25;1;0;3;;
29;4;5;2;3;25;10,19159683;0,231734375;83,64583333;-13,4375;13,4375;115;1;0;4;;
29;4;6;2;1;1;3,188484799;0,06471875;9,583333333;38;11,875;65,125;1;0;7;;
29;4;1;2;2;9;5,843599539;-0,296453125;21,77083333;4,1875;40;70,8125;1;0;5;;
29;5;1;2;2;9;5,121141955;-0,044130859;16,77604167;-1,390625;40;76,390625;1;0;0;;
29;5;6;2;1;1;3,310630512;-0,035089844;9,729166667;33;7,90625;74,09375;1;0;3;;
29;5;5;2;3;25;10,57417273;0,079220703;88,49479167;-2,421875;2,421875;115;1;0;1;;
29;6;1;2;2;9;5,385954538;0,595461995;26,77734375;-19,62890625;75;59,62890625;1;0;3;;
29;6;6;2;1;1;2,642213744;-0,241042155;4,765625;38;1,2578125;75,7421875;1;0;1;;
29;6;5;2;3;25;10,7686904;-0,35441984;83,45703125;-4,07421875;4,07421875;115;1;0;2;;
29;7;1;2;2;9;0;0;0;-19,62890625;75;59,62890625;0;0;0;;
29;7;5;2;3;25;0;0;0;-14,47167969;14,47167969;115;1;0;1;;
29;7;6;2;1;1;0;0;0;28;19,61132813;67,38867188;1;0;3;;
29;8;5;2;3;25;10,05557199;0,123125158;78,60587565;-8,37109375;8,37109375;115;1;0;1;;
29;8;1;2;2;9;6,319046331;0,138037301;32,69392904;-13,52832031;70;58,52832031;1;0;2;;
29;8;6;2;1;1;2,429155843;-0,26116246;3,700195313;33;19,71069336;62,28930664;1;0;3;;
29;9;5;2;3;25;10,20888541;-0,209645329;74,98480225;-10,05975342;25,05975342;100;1;0;8;;
29;9;6;2;1;1;1,74853108;0,056567854;2,258382161;33;17,21069336;64,78930664;1;0;1;;
29;9;1;2;2;9;6,684818078;0,153077475;37,75681559;-16,1651001;71;60,1651001;1;0;4;;
29;10;6;2;1;1;2,276281346;0,082658149;4,56459554;38;22,47366333;54,52633667;1;0;4;;
29;10;5;2;3;25;9,875681388;-0,103465643;70,49620056;-10,34394836;25,34394836;100;1;0;1;;
29;10;1;2;2;9;6,97484858;0,020807494;39,9392039;-13,96226501;72;56,96226501;1;0;1;;
29;11;6;2;1;1;2,245067537;-0,110163429;3,557815552;40;22,59542084;52,40457916;1;0;4;;
29;11;5;2;3;25;9,693100599;0,208450633;73,04071681;-17,60898209;17,60898209;115;1;0;1;;
29;11;1;2;2;9;6,983159581;-0,098287204;38,40146764;-11,71757126;75;51,71757126;1;0;2;;
29;12;1;2;2;9;6,843346766;0,092096039;39,10036691;-18,75339031;80;53,75339031;1;0;7;;
29;12;6;2;1;1;1,396959921;-0,116548313;0,639453888;38;19,97285271;57,02714729;1;0;1;;
29;12;5;2;3;25;9,988548236;0,024452273;75,2601792;-17,32824802;17,32824802;115;1;0;1;;
29;13;5;2;3;25;10,08371961;-0,578843008;65,34267918;-19,24660969;19,24660969;115;1;0;1;;
29;13;6;2;1;1;2,93654253;0,852988591;13,36054611;80;-0,356285572;35,35628557;1;0;2;;
29;13;1;2;2;9;7,004433445;-0,274145583;36,29677471;-20,67175198;90;45,67175198;1;0;6;;
29;14;6;2;1;1;3,621914036;-0,705271584;7,506803195;40;24,64371443;50,35628557;1;0;2;;
29;14;1;2;2;9;6,677864834;0,374855233;40,74086034;-9,900723815;90;34,90072381;1;0;2;;
29;14;5;2;3;25;9,248327641;0,330416351;66,75233646;-7,578866601;7,578866601;115;1;0;1;;
29;15;5;2;3;25;9,689119006;0,080122731;70,43808412;-21,13610956;21,13610956;115;1;0;1;;
29;15;1;2;2;9;7,254977375;-0,065734363;42,68521509;-18,23378804;85;48,23378804;1;0;8;;
29;15;6;2;1;1;1,710472328;-0,014388368;1,876700799;45;21,9195357;48,0804643;1;0;1;;
29;16;1;2;2;9;7,213394121;-0,424581969;37,08797044;-21,30414347;88;48,30414347;1;0;6;;
29;16;6;2;1;1;2,792935534;0,933435605;12,88584187;80;3,225580379;31,77441962;1;0;1;;
29;16;5;2;3;25;9,99706673;-0,508853637;65,0261877;-20,03833093;20,03833093;115;1;0;1;;
29;17;5;2;3;25;9,346255968;-0,054330427;61,33988026;-8,132430961;8,132430961;115;1;0;1;;
29;17;6;2;1;1;4,507358672;0,294182101;22,0547938;80;3,683546867;31,31645313;1;0;1;;
29;17;1;2;2;9;6,61208252;-0,239851675;31,60532594;-5,703187639;83;37,70318764;1;0;7;;
29;18;6;2;1;1;4,983020195;-0,023480722;23,59703178;80;3,683546867;31,31645313;0;0;0;;
29;18;5;2;3;25;9,240998676;-0,068055235;59,14289139;-3,096683627;3,096683627;115;1;0;1;;
29;18;1;2;2;9;6,331864765;0,091535956;32,26007683;-6,112221024;90;31,11222102;1;0;4;;
29;19;5;2;3;25;9,090203459;0,417157502;65,38991244;-4,948941973;4,948941973;115;1;0;1;;
29;19;6;2;1;1;5,153649166;0,420032258;30,06592461;80;3,683546867;31,31645313;0;0;0;;
29;19;1;2;2;9;6,179863524;-0,83718976;19,54416295;15,14671581;50;49,85328419;1;0;2;;
29;20;5;2;3;25;9,154084517;0,004387006;58,87760064;10,36579224;-10,36579224;115;1;0;1;;
29;20;6;2;1;1;5,873182055;-0,455635148;28,34981449;80;3,683546867;31,31645313;0;0;0;;
29;20;1;2;2;9;5,612792167;0,451248143;27,77258488;-5,316348776;90;30,31634878;1;0;13;;
29;21;5;2;3;25;8,783851849;-0,165961188;49,26803945;22,75002609;32,24997391;60;1;0;1;;
29;21;6;2;1;1;6,201392857;0,488459181;43,75412029;80;3,683546867;31,31645313;0;0;0;;
29;21;1;2;2;9;5,888271997;-0,322497993;21,97784026;28,51233478;30;56,48766522;1;0;1;;
29;22;5;2;3;25;8,298223061;0,847961205;58,65268663;18,70719698;-18,70719698;115;1;0;1;;
29;22;1;2;2;9;4,883931745;-0,338738317;11,6587833;35,35839324;50;29,64160676;1;0;2;;
29;22;6;2;1;1;7,268552002;-0,509222888;44,68853007;80;3,683546867;31,31645313;0;0;0;;
29;23;6;2;1;1;6,362554208;0,001836246;39,50546585;80;3,683546867;31,31645313;0;0;0;;
29;23;1;2;2;9;5,012140822;-0,530145907;11,08827842;23,09768596;45;46,90231404;1;0;1;;
29;23;5;2;3;25;8,927178467;0,528309661;64,40625572;15,41871159;-15,41871159;115;1;0;0;;
29;24;5;2;3;25;9,65995084;0,143189674;71,10156393;13,60353477;-13,60353477;115;1;0;1;;
29;24;6;2;1;1;6,32264908;-0,027701387;38,62636646;80;-15,58025641;50,58025641;1;0;1;;
29;24;1;2;2;9;3,893327565;-0,115488287;5,272069606;22,27556462;45;47,72443538;1;0;1;;
29;25;1;2;2;9;4,213646878;1,430360938;22,85482423;-10,49418041;100;25,49418041;1;0;10;;
29;25;6;2;1;1;6,058997563;-0,548118796;29,36978479;85;-17,83199254;47,83199254;1;0;4;;
29;25;5;2;3;25;10,25109431;-0,882242142;62,77539098;13,60353477;-13,60353477;115;0;0;0;;
29;26;5;2;3;25;10,11631787;-0,737456766;62,96303566;13,60353477;-13,60353477;115;0;0;0;;
29;26;6;2;1;1;6,14684878;-0,503374072;30,84880678;85;-17,83199254;47,83199254;0;0;0;;
29;26;1;2;2;9;4,253544246;1,240830838;21,18815756;-6,057114442;95;26,05711444;1;0;3;;
29;27;1;2;2;9;4,214480706;1,42952711;22,85482423;-8,557114442;100;23,55711444;1;0;4;;
29;27;6;2;1;1;6,161590382;-0,592436636;30,01547344;85;-17,83199254;47,83199254;0;0;0;;
29;27;5;2;3;25;10,17141971;-0,837090474;62,12970233;13,60353477;-13,60353477;115;0;0;0;;
29;28;6;2;1;1;6,121971888;-0,261186379;33,34880678;85;-17,83199254;47,83199254;0;0;0;;
29;28;5;2;3;25;9,974761434;-0,46355564;65,46303566;13,60353477;-13,60353477;115;0;0;0;;
29;28;1;2;2;9;4,294038466;0,724742019;16,18815756;1,442885558;80;33,55711444;1;0;6;;
29;29;6;2;1;1;6,161590382;-0,592436636;30,01547344;85;-17,83199254;47,83199254;0;0;0;;
29;29;5;2;3;25;10,17141971;-0,837090474;62,12970233;13,60353477;-13,60353477;115;0;0;0;;
